날짜시간,항공사,가격
2025-02-15 00:00:00-12:35,그레이터베이항공,"227,800"
2025-02-15 00:00:00-15:35,홍콩항공,"243,400"
2025-02-15 00:00:00-14:05,제주항공,"258,500"
2025-02-16 00:00:00-12:35,홍콩익스프레스항공,"199,700"
2025-02-16 00:00:00-15:35,홍콩익스프레스항공,"199,700"
2025-02-16 00:00:00-21:55,제주항공,"205,100"
2025-02-16 00:00:00-00:55,그레이터베이항공,"227,800"
2025-02-16 00:00:00-09:50,홍콩익스프레스항공,"260,500"
2025-02-17 00:00:00-12:35,홍콩익스프레스항공,"196,200"
2025-02-17 00:00:00-15:35,홍콩익스프레스항공,"196,200"
2025-02-17 00:00:00-21:55,제주항공,"205,100"
2025-02-17 00:00:00-00:55,그레이터베이항공,"227,800"
2025-02-17 00:00:00-09:50,홍콩익스프레스항공,"238,400"
2025-02-18 00:00:00-09:50,제주항공,"187,200"
2025-02-18 00:00:00-12:55,홍콩익스프레스항공,"196,200"
2025-02-18 00:00:00-21:55,홍콩익스프레스항공,"196,200"
2025-02-18 00:00:00-00:55,그레이터베이항공,"227,800"
2025-02-18 00:00:00-12:35,샤먼항공,"249,000"
2025-02-19 00:00:00-09:50,제주항공,"178,400"
2025-02-19 00:00:00-12:55,홍콩익스프레스항공,"196,200"
2025-02-19 00:00:00-12:35,홍콩익스프레스항공,"196,200"
2025-02-19 00:00:00-15:35,그레이터베이항공,"227,800"
2025-02-19 00:00:00-21:55,홍콩항공,"243,400"
2025-02-20 00:00:00-12:35,홍콩익스프레스항공,"196,200"
2025-02-20 00:00:00-15:35,홍콩익스프레스항공,"196,200"
2025-02-20 00:00:00-21:55,제주항공,"205,100"
2025-02-20 00:00:00-00:55,그레이터베이항공,"227,800"
2025-02-20 00:00:00-09:50,샤먼항공,"249,000"
2025-02-21 00:00:00-12:35,홍콩익스프레스항공,"196,200"
2025-02-21 00:00:00-15:35,홍콩익스프레스항공,"196,200"
2025-02-21 00:00:00-21:55,홍콩익스프레스항공,"196,200"
2025-02-21 00:00:00-00:55,그레이터베이항공,"227,800"
2025-02-21 00:00:00-15:55,제주항공,"231,800"
2025-02-22 00:00:00-12:35,홍콩익스프레스항공,"196,200"
2025-02-22 00:00:00-15:35,홍콩익스프레스항공,"199,700"
2025-02-22 00:00:00-21:55,그레이터베이항공,"227,800"
2025-02-22 00:00:00-00:55,제주항공,"258,500"
2025-02-22 00:00:00-14:05,샤먼항공,"282,900"
2025-02-23 00:00:00-12:35,홍콩익스프레스항공,"199,700"
2025-02-23 00:00:00-15:35,홍콩익스프레스항공,"199,700"
2025-02-23 00:00:00-21:55,제주항공,"205,100"
2025-02-23 00:00:00-00:55,그레이터베이항공,"227,800"
2025-02-23 00:00:00-09:50,샤먼항공,"282,900"
2025-02-24 00:00:00-12:35,홍콩익스프레스항공,"196,200"
2025-02-24 00:00:00-15:35,홍콩익스프레스항공,"196,200"
2025-02-24 00:00:00-21:55,제주항공,"205,100"
2025-02-24 00:00:00-00:55,그레이터베이항공,"227,800"
2025-02-24 00:00:00-09:50,샤먼항공,"282,900"
2025-02-26 00:00:00-09:50,제주항공,"178,400"
2025-02-26 00:00:00-12:55,홍콩익스프레스항공,"196,200"
2025-02-26 00:00:00-12:35,홍콩익스프레스항공,"196,200"
2025-02-26 00:00:00-15:35,그레이터베이항공,"227,800"
2025-02-26 00:00:00-21:55,샤먼항공,"282,900"
2025-02-27 00:00:00-14:05,그레이터베이항공,"116,000"
2025-02-27 00:00:00-17:15,홍콩익스프레스항공,"196,200"
2025-02-27 00:00:00-12:35,홍콩익스프레스항공,"196,200"
2025-02-27 00:00:00-15:35,제주항공,"205,100"
2025-02-27 00:00:00-21:55,샤먼항공,"282,900"
2025-02-28 00:00:00-14:05,그레이터베이항공,"116,000"
2025-02-28 00:00:00-17:15,홍콩익스프레스항공,"196,200"
2025-02-28 00:00:00-15:55,홍콩익스프레스항공,"209,100"
2025-02-28 00:00:00-19:00,홍콩익스프레스항공,"221,900"
2025-02-28 00:00:00-12:35,제주항공,"231,800"
2025-03-01 00:00:00-14:05,그레이터베이항공,"116,000"
2025-03-01 00:00:00-17:15,홍콩익스프레스항공,"196,200"
2025-03-01 00:00:00-12:35,홍콩익스프레스항공,"199,700"
2025-03-01 00:00:00-15:35,대한항공,"200,000"
2025-03-01 00:00:00-21:55,아시아나항공,"202,600"
2025-03-02 00:00:00-14:05,그레이터베이항공,"116,000"
2025-03-02 00:00:00-17:15,제주항공,"160,600"
2025-03-02 00:00:00-09:50,홍콩익스프레스항공,"199,700"
2025-03-02 00:00:00-12:55,홍콩익스프레스항공,"199,700"
2025-03-02 00:00:00-12:35,대한항공,"200,000"
2025-03-03 00:00:00-14:05,그레이터베이항공,"116,000"
2025-03-03 00:00:00-17:15,제주항공,"151,700"
2025-03-03 00:00:00-09:50,홍콩익스프레스항공,"196,200"
2025-03-03 00:00:00-12:55,홍콩익스프레스항공,"196,200"
2025-03-03 00:00:00-12:35,대한항공,"200,000"
2025-03-04 00:00:00-14:05,그레이터베이항공,"116,000"
2025-03-04 00:00:00-17:15,제주항공,"142,800"
2025-03-04 00:00:00-09:50,홍콩익스프레스항공,"196,200"
2025-03-04 00:00:00-12:55,홍콩익스프레스항공,"196,200"
2025-03-04 00:00:00-12:35,대한항공,"200,000"
2025-03-05 00:00:00-14:05,그레이터베이항공,"116,000"
2025-03-05 00:00:00-17:15,제주항공,"142,800"
2025-03-05 00:00:00-09:50,홍콩익스프레스항공,"196,200"
2025-03-05 00:00:00-12:55,홍콩익스프레스항공,"196,200"
